hgnc_id	gene_symbol	ncbi_gene_id	ensembl_gene_id	ucsc_id	refseq_accession	ensembl_transcript_id	uniprot_id
48144	RNU6-1181P	106480085	ENSG00000206918		NG_044592		
48146	RNU6-1183P	106481941	ENSG00000252863		NG_043080		
48147	RNU6-1184P	106481553	ENSG00000207318		NG_007092		
48149	RNU6-1186P	106480086	ENSG00000222361		NG_044599		
48150	RNU6-1187P	106481554	ENSG00000201641		NG_044059		
48151	RNU6-1188P	106480408	ENSG00000200665		NG_023366		
48152	RNU6-1189P	106480646	ENSG00000206685		NG_045259		
48153	RNU6-1190P	106480087	ENSG00000222743		NG_044610		
48154	RNU6-1191P	106481555	ENSG00000252608		NG_033236		
48155	RNU6-1192P	106480088	ENSG00000277029		NG_044618		
48156	RNU6-1193P	106481556	ENSG00000238551		NG_045700		
48157	RNU6-1194P	106481557	ENSG00000252017		NG_044083		
48158	RNU6-1195P	106480647	ENSG00000207198		NG_013337		
48159	RNU6-1196P	106480089	ENSG00000252030		NG_041788		
48160	RNU6-1197P	106481558	ENSG00000212485		NG_044094		
48161	RNU6-1198P	106480090	ENSG00000252713		NG_027679		
48162	RNU6-1199P	106480091	ENSG00000223181		NG_045923		
48163	RNU6-1200P	106481559	ENSG00000206889		NG_044104		
48164	RNU6-1201P	106481942	ENSG00000206954		NG_045311		
48166	RNU6-1203P	106480092	ENSG00000222635		NG_044647		
48167	RNU6-1204P	106481560	ENSG00000200818		NG_045710		
48168	RNU6-1205P	106480093	ENSG00000200495		NG_044653		
48169	RNU6-1206P	106481561	ENSG00000252148		NG_032156		
48170	RNU6-1207P	106480648	ENSG00000207071		NG_042966		
48171	RNU6-1208P	106480094	ENSG00000238482		NG_044662		
48172	RNU6-1209P	106480095	ENSG00000200525		NG_045940		
48173	RNU6-1210P	106481562	ENSG00000200645		NG_045720		
48174	RNU6-1211P	106480096	ENSG00000238382		NG_044673		
48175	RNU6-1212P	106481943	ENSG00000252832		NG_043099		
48176	RNU6-1213P	106481563	ENSG00000252884		NG_044134		
48177	RNU6-1214P	106481781	ENSG00000200520		NG_045603		
48178	RNU6-1215P	106480097	ENSG00000207170		NG_045949		
48179	RNU6-1216P	106480098	ENSG00000199460		NG_045953		
48180	RNU6-1217P	106481564	ENSG00000223208		NG_045135		
48181	RNU6-1218P	106480099	ENSG00000239175		NG_044701		
48182	RNU6-1219P	106480649	ENSG00000251952		NG_042976		
48183	RNU6-1220P	106481565	ENSG00000252935		NG_044148		
48185	RNU6-1222P	106480100	ENSG00000207345		NG_051927		
48186	RNU6-1223P	106481566	ENSG00000252933		NG_045736		
48187	RNU6-1224P	106480101	ENSG00000252593		NG_044718		
48188	RNU6-1225P	106480650	ENSG00000252145		NG_008960		
48189	RNU6-1226P	106480102	ENSG00000207044		NG_008209		
48190	RNU6-1227P	106481567	ENSG00000206708		NG_033859		
48191	RNU6-1228P	106480103	ENSG00000212316		NG_044737		
48192	RNU6-1229P	106481568	ENSG00000201165		NG_044169		
48193	RNU6-1230P	106481944	ENSG00000207121		NG_043109		
48194	RNU6-1231P	106480104	ENSG00000252994		NG_045967		
48195	RNU6-1232P	106480105	ENSG00000252108		NG_044754		
48196	RNU6-1233P	106481569	ENSG00000199792		NG_044178		
48197	RNU6-1234P	106480106	ENSG00000252686		NG_044762		
48198	RNU6-1235P	106480701	ENSG00000207289		NG_043417		
48199	RNU6-1236P	106481570	ENSG00000252889		NG_044186		
48200	RNU6-1237P	106480651	ENSG00000207508		NG_045274		
48201	RNU6-1238P	106480107	ENSG00000253024		NG_044770		
48202	RNU6-1239P	106481571	ENSG00000212612		NG_045753		
48203	RNU6-1240P	106866914	ENSG00000202025		NG_046325		
48204	RNU6-1241P	106481572	ENSG00000207266		NG_045756		
48205	RNU6-1242P	106480108	ENSG00000212354		NG_045977		
48206	RNU6-1243P	106481573	ENSG00000200898		NG_045762		
48207	RNU6-1244P	106481945	ENSG00000200484		NG_043118		
48208	RNU6-1245P	106480109	ENSG00000223062		NG_044787		
48209	RNU6-1246P	106480110	ENSG00000212366		NG_044796		
48210	RNU6-1247P	106481574	ENSG00000252431		NG_044212		
48211	RNU6-1248P	106480111	ENSG00000212398		NG_044803		
48212	RNU6-1249P	106480652	ENSG00000200107		NG_043000		
48213	RNU6-1250P	106481575	ENSG00000212520		NG_044219		
48214	RNU6-1251P	106480112	ENSG00000201372		NG_044812		
48215	RNU6-1252P	106480113	ENSG00000199924		NG_044822		
48217	RNU6-1254P	106481576	ENSG00000212568		NG_044227		
48218	RNU6-1255P	106481946	ENSG00000200304		NG_045325		
48219	RNU6-1256P	106480114	ENSG00000252348		NG_044829		
48220	RNU6-1257P	106481577	ENSG00000207355		NG_045776		
48221	RNU6-1258P	106480115	ENSG00000252720		NG_044837		
48223	RNU6-1260P	106481578	ENSG00000199814		NG_017005		
48224	RNU6-1261P	106480116	ENSG00000253003		NG_044846		
48225	RNU6-1262P	106480409	ENSG00000252026		NG_043114		
48226	RNU6-1263P	106480653	ENSG00000207331		NG_043010		
48227	RNU6-1264P	106480117	ENSG00000206618		NG_044854		
48228	RNU6-1265P	106481579	ENSG00000252151		NG_044252		
48229	RNU6-1266P	106480118	ENSG00000199664		NG_044865		
48230	RNU6-1267P	106481580	ENSG00000222679		NG_011440		
48231	RNU6-1268P	106480654	ENSG00000212516		NG_045285		
48232	RNU6-1269P	106480119	ENSG00000212441		NG_046018		
48233	RNU6-1270P	106481581	ENSG00000252937		NG_044269		
48234	RNU6-1271P	106480120	ENSG00000252858		NG_044877		
48235	RNU6-1272P	106480121	ENSG00000199646		NG_032965		
48236	RNU6-1273P	106481947	ENSG00000199903		NG_043132		
48237	RNU6-1274P	106481582	ENSG00000207287		NG_044277		
48238	RNU6-1275P	106480122	ENSG00000212389		NG_046026		
48239	RNU6-1276P	106481583	ENSG00000202242		NG_008117		
48240	RNU6-1277P	106480123	ENSG00000201431		NG_044900		
48241	RNU6-1278P	106480124	ENSG00000251939		NG_044910		
48242	RNU6-1279P	106480655	ENSG00000206644		NG_045287		
48243	RNU6-1280P	106481584	ENSG00000202081		NG_044296		
48244	RNU6-1281P	106480125	ENSG00000252032		NG_044916		
48245	RNU6-1282P	106481585	ENSG00000252544		NG_029721		
48246	RNU6-1283P	106481782	ENSG00000202184		NG_045607		
48247	RNU6-1284P	106480126	ENSG00000200571		NG_046042		
48248	RNU6-1285P	106481948	ENSG00000200350		NG_045333		
48249	RNU6-1286P	106481586	ENSG00000206598		NG_044311		
48250	RNU6-1287P	106480127	ENSG00000199784		NG_044931		
48251	RNU6-1288P	106480128	ENSG00000251859		NG_045234		
48252	RNU6-1289P	106481587	ENSG00000207160		NG_044321		
48253	RNU6-1290P	106480129	ENSG00000199827		NG_042910		
48254	RNU6-1291P	106481588	ENSG00000252400		NG_044330		
48255	RNU6-1292P	106480656	ENSG00000206583		NG_021375		
48256	RNU6-1293P	106480130	ENSG00000206804		NG_042915		
48257	RNU6-1294P	106480131	ENSG00000251804		NG_045248		
48259	RNU6-1296P	106480132	ENSG00000206606		NG_042931		
48260	RNU6-1297P	106480657	ENSG00000207144		NG_043046		
48261	RNU6-1298P	106481590	ENSG00000199326		NG_045157		
48262	RNU6-1299P	106480133	ENSG00000252125		NG_042940		
48263	RNU6-1300P	106480134	ENSG00000212348		NG_042948		
48264	RNU6-1301P	106481591	ENSG00000199594		NG_053016		
48266	RNU6-1303P	106481949	ENSG00000201711		NG_045336		
48267	RNU6-1304P	106480135	ENSG00000223306		NG_042956		
48268	RNU6-1305P	106481592	ENSG00000201223		NG_045814		
48269	RNU6-1306P	106480136	ENSG00000202089		NG_042965		
48270	RNU6-1307P	106481593	ENSG00000212314		NG_044371		
48271	RNU6-1308P	106480137	ENSG00000252626		NG_042974		
48272	RNU6-1309P	106480410	ENSG00000200175		NG_011848		
48273	RNU6-1310P	106480658	ENSG00000206880		NG_043055		
48274	RNU6-1311P	106480138	ENSG00000207459		NG_042982		
48275	RNU6-1312P	106481594	ENSG00000199295		NG_044380		
48276	RNU6-1313P	106480139	ENSG00000199492		NG_030592		
48277	RNU6-1314P	106481595	ENSG00000252948		NG_044389		
48278	RNU6-1315P	106481950	ENSG00000252996		NG_043157		
48279	RNU6-1316P	106480140	ENSG00000206969		NG_027973		
48280	RNU6-1317P	106481596	ENSG00000201452		NG_045827		
48281	RNU6-1318P	106480141	ENSG00000202259		NG_033857		
48282	RNU6-1319P	106480142	ENSG00000212157		NG_045284		
48283	RNU6-1320P	106480659	ENSG00000212140		NG_045299		
48284	RNU6-1321P	106481597	ENSG00000212207		NG_016754		
48285	RNU6-1322P	106480143	ENSG00000201179		NG_045011		
48286	RNU6-1323P	106481598	ENSG00000206752		NG_044413		
48287	RNU6-1324P	106480144	ENSG00000206949		NG_043034		
48288	RNU6-1325P	106480145	ENSG00000201775		NG_043045		
48289	RNU6-1326P	106481951	ENSG00000212564		NG_043164		
48290	RNU6-1327P	106481599	ENSG00000202172		NG_016331		
48291	RNU6-1328P	106480146	ENSG00000222870		NG_045014		
48292	RNU6-1329P	106481600	ENSG00000202534		NG_044431		
48293	RNU6-1330P	106480411	ENSG00000199645		NG_043129		
48294	RNU6-1331P	106480147	ENSG00000200528		NG_045298		
48295	RNU6-1332P	106480660	ENSG00000252475		NG_045303		
48296	RNU6-1333P	106481601	ENSG00000251971		NG_045163		
48297	RNU6-1334P	106480148	ENSG00000251841		NG_043070		
48298	RNU6-1335P	106480149	ENSG00000202296		NG_043076		
48299	RNU6-1336P	106480661	ENSG00000206613		NG_013376		
48300	RNU6-1337P	106481602	ENSG00000252334		NG_044445		
48301	RNU6-1338P	106480150	ENSG00000252137		NG_043086		
48302	RNU6-1339P	106481603	ENSG00000200444		NG_044455		
48303	RNU6-1340P	106480151	ENSG00000207167		NG_045313		
56863	RNU6-1341P	106480391			NG_045263		
56872	RNU6-1342P	106479938			NG_045052		
34017	RNU6ATAC	100151684	ENSG00000221676	uc010nap.2	NR_023344		
34092	RNU6ATAC2P	100151685	ENSG00000210678	uc063dst.1	NG_007720		
34093	RNU6ATAC3P	100151686	ENSG00000210709	uc060glr.1	NG_007721		
34094	RNU6ATAC4P	100151687	ENSG00000210181	uc062ibb.1	NG_007722		
34095	RNU6ATAC5P	100151688	ENSG00000210839	uc062xfa.1	NG_007723		
46905	RNU6ATAC6P	106479545	ENSG00000221059	uc021xbc.1	NG_044367		
46906	RNU6ATAC7P	106479546	ENSG00000221038	uc060drr.1	NG_044373		
46907	RNU6ATAC8P	106481161	ENSG00000221387	uc064pge.1	NG_042978		
46908	RNU6ATAC9P	106479547	ENSG00000252019	uc021rtg.1	NG_044383		
46909	RNU6ATAC10P	106480540	ENSG00000221562	uc063grb.1	NG_045726		
46910	RNU6ATAC11P	106481162	ENSG00000221468	uc057swe.1	NG_042984		
46911	RNU6ATAC12P	106479548	ENSG00000252351	uc021qsi.1	NG_045825		
46912	RNU6ATAC13P	106479549	ENSG00000251961	uc063ayk.1	NG_044400		
46913	RNU6ATAC14P	106481163	ENSG00000252027	uc021vst.1	NG_042992		
46914	RNU6ATAC15P	106481867	ENSG00000221206	uc021xce.1	NG_044516		
46915	RNU6ATAC16P	106479550	ENSG00000221518	uc021wze.1	NG_044409		
46916	RNU6ATAC17P	106481164	ENSG00000251883	uc061vyf.1	NG_043002		
46917	RNU6ATAC18P	106479551	ENSG00000221340	uc057cjz.1	NG_044417		
46918	RNU6ATAC19P	106481165	ENSG00000221023	uc061qir.1	NG_045010		
46919	RNU6ATAC20P	106480541	ENSG00000221363	uc060nvk.1	NG_044146		
46920	RNU6ATAC21P	106479552	ENSG00000221583	uc063lsy.1	NG_044426		
46921	RNU6ATAC22P	106479553	ENSG00000252603	uc062erz.1	NG_044434		
46922	RNU6ATAC23P	106481166	ENSG00000221375	uc065bjt.1	NG_043019		
46923	RNU6ATAC24P	106479554	ENSG00000252620	uc021xje.1	NG_045843		
46924	RNU6ATAC25P	106480384	ENSG00000221725	uc059wsd.1	NG_033116		
46925	RNU6ATAC26P	106480542	ENSG00000210841	uc062kxr.1	NG_044151		
46926	RNU6ATAC27P	106481167	ENSG00000221216	uc057dyg.1	NG_045288		
46927	RNU6ATAC28P	106479555	ENSG00000238561	uc059dzg.1	NG_044447		
46928	RNU6ATAC29P	106481168	ENSG00000221015	uc062kgw.1	NG_043037		
46929	RNU6ATAC30P	106481868	ENSG00000221114	uc059bgc.1	NG_044524		
46930	RNU6ATAC31P	106481169	ENSG00000221440	uc062yck.1	NG_045013		
46931	RNU6ATAC32P	106479556	ENSG00000251835	uc064mwt.1	NG_044457		
46932	RNU6ATAC33P	106481170	ENSG00000221574	uc057yzv.1	NG_043056		
46933	RNU6ATAC34P	106479557	ENSG00000221806	uc061vqz.1	NG_044460		
46934	RNU6ATAC35P	106481171	ENSG00000221571	uc057por.1	NR_157260		
46935	RNU6ATAC36P	106480543	ENSG00000252684	uc063esg.1	NG_044158		
46936	RNU6ATAC37P	106479558	ENSG00000221255	uc061gkx.1	NG_044469		
46937	RNU6ATAC38P	106479559	ENSG00000221046	uc021wel.1	NG_044477		
46938	RNU6ATAC39P	106481172	ENSG00000252118	uc057rtd.1	NG_045304		
46939	RNU6ATAC40P	106479560	ENSG00000221507	uc022aok.1	NG_032112		
46940	RNU6ATAC41P	106481869	ENSG00000221527	uc064pci.1	NG_044533		
46941	RNU6ATAC42P	106481173	ENSG00000221564	uc021qzx.1	NG_027727		
10230	RNU6V	6071	ENSG00000206832	uc031ukx.2	NG_009877		
34033	RNU7-1	100147744	ENSG00000238923	uc031yrw.1	NR_023317		
34098	RNU7-2P	100147745	ENSG00000251905	uc061olq.1	NG_007583		
34099	RNU7-3P	100147746	ENSG00000252244	uc063seh.1	NG_007584		
34100	RNU7-4P	100147747	ENSG00000252770	uc058qsy.1	NG_007585		
34101	RNU7-5P	100147748			NG_007586		
34102	RNU7-6P	100147749	ENSG00000252654	uc061xto.1	NG_007587		
34103	RNU7-7P	100147755	ENSG00000238606	uc064yoe.1	NG_007594		
34104	RNU7-8P	100147756	ENSG00000251767	uc057htk.1	NG_007595		
34105	RNU7-9P	100147757	ENSG00000238782	uc021vxv.1	NG_007596		
34106	RNU7-10P	100147758	ENSG00000271841	uc062hgt.1	NG_007597		
34107	RNU7-11P	100147759	ENSG00000252796	uc062wbo.1	NG_007598		
34108	RNU7-12P	100147760	ENSG00000251839	uc057sjy.1	NG_007599		
34109	RNU7-13P	100147761	ENSG00000252222	uc057nxh.1	NG_007600		
34110	RNU7-14P	100147762	ENSG00000238468	uc061xux.1	NG_007601		
34111	RNU7-15P	100147763			NG_007602		
34112	RNU7-16P	100147764			NG_007603		
34113	RNU7-17P	100147765			NG_007604		
34114	RNU7-18P	100147766	ENSG00000252174	uc062rzp.1	NG_007605		
34115	RNU7-19P	100147767	ENSG00000238959	uc062lnw.1	NG_007606		
34116	RNU7-20P	100147768	ENSG00000251712	uc064hbg.1	NG_007607		
34117	RNU7-21P	100147769	ENSG00000238558	uc064wta.1	NG_007608		
34118	RNU7-22P	100147770	ENSG00000252482	uc057spi.1	NG_007609		
34119	RNU7-23P	100147771	ENSG00000239099	uc058ece.1	NG_007610		
34120	RNU7-24P	6074	ENSG00000239081	uc059sev.1	NG_007611		
34121	RNU7-25P	100147812	ENSG00000252353	uc060mxc.1	NG_007619		
34122	RNU7-26P	100147813	ENSG00000238610	uc063mkj.1	NG_007620		
34123	RNU7-27P	100147814	ENSG00000238750	uc064htk.1	NG_007621		
34124	RNU7-28P	100147815	ENSG00000252568	uc057yze.1	NG_007622		
34125	RNU7-29P	100147816	ENSG00000252429	uc057dta.1	NG_007623		
34126	RNU7-30P	100147817	ENSG00000252644	uc059eie.1	NG_007624		
34127	RNU7-31P	100147818			NG_007625		
34128	RNU7-32P	100147819			NG_007626		
34129	RNU7-33P	100147820			NG_007627		
34130	RNU7-34P	100147821	ENSG00000238904	uc063ggf.1	NG_007628		
34131	RNU7-35P	100147822	ENSG00000252983	uc064dcd.1	NG_007629		
34132	RNU7-36P	100147823			NG_007630		
34133	RNU7-37P	100147824	ENSG00000251707	uc065axr.1	NG_007631		
34134	RNU7-38P	100147825	ENSG00000238446	uc057twx.1	NG_007632		
34135	RNU7-39P	100147826			NG_007633		
34136	RNU7-40P	100147827	ENSG00000252206	uc058pnx.1	NG_007634		
34137	RNU7-41P	100147828	ENSG00000251726	uc059asp.1	NG_007635		
34138	RNU7-42P	100147829			NG_007636		
34139	RNU7-43P	100147830	ENSG00000252363	uc060bcl.1	NG_007637		
34140	RNU7-44P	100147831			NG_007638		
34141	RNU7-45P	100147832	ENSG00000238829	uc061rjc.1	NG_007639		
34142	RNU7-46P	100147833	ENSG00000238830	uc061mez.1	NG_007640		
34143	RNU7-47P	100147834	ENSG00000251787	uc062opo.1	NG_007641		
34144	RNU7-48P	100147835	ENSG00000238386	uc063pkx.1	NG_007642		
34145	RNU7-49P	100147836	ENSG00000251991	uc021qee.1	NG_007643		
34146	RNU7-50P	100147837	ENSG00000238304	uc057ydg.1	NG_007644		
34147	RNU7-51P	100151647	ENSG00000252369	uc059dzf.1	NG_007669		
34148	RNU7-52P	100151648	ENSG00000251981	uc060ikv.1	NG_007670		
34149	RNU7-53P	100151649	ENSG00000252514	uc063gre.1	NG_007671		
34150	RNU7-54P	100151650	ENSG00000238590	uc064huc.1	NG_007672		
10239	RNU7-55P	6075	ENSG00000239078	uc064kcu.1	NG_001191		
34152	RNU7-56P	100151651	ENSG00000238709	uc064ydy.1	NG_007673		
34153	RNU7-57P	100151652	ENSG00000238365	uc057nld.1	NG_007674		
34154	RNU7-58P	100151653			NG_007675		
34155	RNU7-59P	100151654	ENSG00000238880	uc058fts.1	NG_007676		
34156	RNU7-60P	100151655	ENSG00000251747	uc058lhi.1	NG_007677		
34157	RNU7-61P	100151656	ENSG00000251706	uc059tex.1	NG_007678		
34158	RNU7-62P	100151657	ENSG00000238653	uc057hfz.1	NG_007679		
34159	RNU7-63P	100151658	ENSG00000238417	uc059qop.1	NG_007680		
34160	RNU7-64P	100151662			NG_007681		
34161	RNU7-65P	100151663	ENSG00000252457	uc021zah.1	NG_007682		
34162	RNU7-66P	100151664	ENSG00000238949	uc063pje.1	NG_007683		
34163	RNU7-67P	100151665	ENSG00000239115	uc064pdx.1	NG_007684		
10236	RNU7-68P	6072			NG_001188		
34165	RNU7-69P	100151666	ENSG00000252178	uc065azj.1	NG_007685		
34166	RNU7-70P	100151667	ENSG00000252750	uc057jle.1	NG_007686		
34167	RNU7-71P	100151668	ENSG00000251868	uc021tle.1	NG_007687		
34168	RNU7-72P	100151669			NG_007688		
34169	RNU7-73P	100151670	ENSG00000239105	uc062idg.1	NG_007689		
34170	RNU7-74P	100151671	ENSG00000239010	uc062wdf.1	NG_007690		
34171	RNU7-75P	100151672	ENSG00000251880	uc063dbp.1	NG_007691		
34172	RNU7-76P	100151673			NG_007692		
34173	RNU7-77P	100151674	ENSG00000253054	uc057sss.1	NG_007693		
34174	RNU7-78P	100151675			NG_007694		
34175	RNU7-79P	100151676	ENSG00000251891	uc059muf.1	NG_007695		
34176	RNU7-80P	100151677	ENSG00000238778	uc021oop.1	NG_007696		
34177	RNU7-81P	100151678	ENSG00000252507	uc021vhq.1	NG_007697		
34178	RNU7-82P	100151679	ENSG00000238924		NG_007698		
34179	RNU7-83P	100151680			NG_007699		
34180	RNU7-84P	100151681	ENSG00000251892	uc064plw.1	NG_007700		
34181	RNU7-85P	100151682	ENSG00000238884	uc064nwq.1	NG_007701		
10237	RNU7-86P	6073			NG_001189		
42616	RNU7-87P	100873842	ENSG00000238500	uc021rkh.1	NG_032622		
42617	RNU7-88P	100873843	ENSG00000239003	uc058xii.1	NG_032623		
42618	RNU7-89P	100873844			NG_032624		
45624	RNU7-90P	106479060	ENSG00000238731	uc059wzz.1	NG_044579		
45626	RNU7-92P	106479061	ENSG00000238785	uc061xor.1	NG_044588		
45627	RNU7-93P	106480813	ENSG00000238540	uc059awx.1	NG_044266		
45628	RNU7-94P	106481799	ENSG00000238609	uc058srb.1	NG_043974		
45629	RNU7-95P	106479062	ENSG00000239007	uc057gry.1	NG_045905		
45630	RNU7-96P	106480361	ENSG00000238719	uc061mcv.1	NG_045195		
45631	RNU7-97P	106479063	ENSG00000238704	uc060fis.1	NG_044606		
45633	RNU7-99P	106480814	ENSG00000252080	uc059qmw.1	NG_045789		
45636	RNU7-102P	106479064	ENSG00000238808	uc064nnb.1	NG_044616		
45637	RNU7-103P	107063544	ENSG00000238370	uc058jpp.1	NG_046362		
45638	RNU7-104P	106480448	ENSG00000238542	uc061qfz.1	NG_011618		
45639	RNU7-105P	106479065	ENSG00000251919	uc021qmy.1	NG_044623		
45640	RNU7-106P	106479066	ENSG00000238842	uc021raz.1	NG_044631		
45641	RNU7-107P	106479067	ENSG00000238523	uc057tgq.1	NG_045921		
45644	RNU7-110P	106480815	ENSG00000252700	uc062hxw.1	NG_044285		
45645	RNU7-111P	106481800	ENSG00000252645	uc059ncy.1	NG_043981		
45647	RNU7-113P	106479068	ENSG00000238735	uc061gym.1	NG_045186		
45649	RNU7-115P	106479069	ENSG00000252242	uc060ixy.1	NG_045931		
45650	RNU7-116P	106480816	ENSG00000252749	uc059cib.1	NG_044294		
45653	RNU7-119P	106479070	ENSG00000239119	uc062lok.1	NG_047128		
45654	RNU7-120P	106480817	ENSG00000238302	uc058ron.1	NG_044302		
45655	RNU7-121P	106480449	ENSG00000252413	uc057fcg.1	NG_044984		
45657	RNU7-123P	106479071	ENSG00000251720	uc057hfe.1	NG_044666		
45658	RNU7-124P	106479072	ENSG00000251745	uc064tds.1	NG_045945		
45659	RNU7-125P	106480818	ENSG00000238964	uc059rbh.1	NG_045798		
45660	RNU7-126P	106479073	ENSG00000238632	uc062vrn.1	NG_044679		
45661	RNU7-127P	106480362	ENSG00000238812	uc021vyr.1	NG_045972		
45662	RNU7-128P	106480819	ENSG00000253056	uc062jfx.1	NG_044319		
45663	RNU7-129P	106480450	ENSG00000251937	uc060nng.1	NG_043457		
45664	RNU7-130P	106479074	ENSG00000238441	uc063cyf.1	NG_044689		
45667	RNU7-133P	106479075	ENSG00000238987	uc063lzd.1	NG_044698		
45668	RNU7-134P	106480820	ENSG00000238447	uc060hvh.1	NG_044328		
45670	RNU7-136P	106479076	ENSG00000238427	uc062ppd.1	NG_044708		
45671	RNU7-137P	106480821	ENSG00000252597	uc061vpg.1	NG_044336		
45672	RNU7-138P	106481801	ENSG00000239053	uc061gqx.1	NG_050575		
45674	RNU7-140P	106479077	ENSG00000238364	uc060tji.1	NG_044716		
45675	RNU7-141P	106480822	ENSG00000238777	uc061yeq.1	NG_044346		
45677	RNU7-143P	106479078	ENSG00000252590	uc064caq.1	NG_044725		
45678	RNU7-144P	106479079	ENSG00000238452	uc061xpc.1	NG_044736		
45681	RNU7-147P	106480451	ENSG00000238698	uc061rav.1	NG_043464		
45682	RNU7-148P	106480823	ENSG00000238357	uc061pfy.1	NG_050644		
45683	RNU7-149P	106479080	ENSG00000252548	uc062yjf.1	NG_044742		
45685	RNU7-151P	106480824	ENSG00000252739	uc062ypw.1	NG_045812		
45686	RNU7-152P	106479081	ENSG00000238789	uc063slx.1	NG_044750		
45687	RNU7-153P	106479082	ENSG00000252264	uc022asf.1	NG_044760		
45688	RNU7-154P	106481802	ENSG00000252003	uc022ako.1	NG_045118		
45689	RNU7-155P	106480825	ENSG00000238759	uc060jjb.1	NG_044368		
45690	RNU7-156P	106479083	ENSG00000253023	uc063igl.1	NG_044768		
45691	RNU7-157P	106480826	ENSG00000238431	uc064dwc.1	NG_044377		
45693	RNU7-159P	106481747	ENSG00000238562	uc058gwg.1	NG_043597		
45694	RNU7-160P	106479085	ENSG00000252469	uc059frn.1	NG_044783		
45695	RNU7-161P	106480452	ENSG00000253098	uc021xxs.1	NG_043471		
45698	RNU7-164P	106479086	ENSG00000238730	uc064ypa.1	NG_044794		
45699	RNU7-165P	106479087	ENSG00000238380	uc057wbo.1	NG_044801		
45701	RNU7-167P	106479088	ENSG00000238584	uc062dpv.1	NG_044809		
45703	RNU7-169P	106480827	ENSG00000238457	uc058swb.1	NG_044387		
45704	RNU7-170P	106480453	ENSG00000239082	uc058ujz.1	NG_045465		
45705	RNU7-171P	106479089	ENSG00000238406	uc022bok.1	NG_044818		
45706	RNU7-172P	106480828	ENSG00000252934	uc061jeb.1	NG_044396		
45707	RNU7-173P	106479090	ENSG00000238950	uc061xop.1	NG_044826		
45708	RNU7-174P	106480829	ENSG00000252057	uc064nyl.1	NG_044404		
45709	RNU7-175P	106479091	ENSG00000251724	uc063eqi.1	NG_044834		
45710	RNU7-176P	106481803	ENSG00000238962	uc061grc.1	NG_045119		
45713	RNU7-179P	106479092	ENSG00000252417	uc057coe.1	NG_044842		
45714	RNU7-180P	106480830	ENSG00000238374	uc063ihz.1	NG_044411		
45715	RNU7-181P	106479093	ENSG00000253043	uc064qgg.1	NG_044851		
45716	RNU7-182P	106480831	ENSG00000238788	uc061nnq.1	NG_045160		
45717	RNU7-183P	106480454	ENSG00000252407	uc057nyf.1	NG_043483		
45719	RNU7-185P	106479094	ENSG00000239102	uc064sco.1	NG_044861		
45720	RNU7-186P	106480363	ENSG00000238419	uc060gno.1	NG_008332		
45721	RNU7-187P	106479095	ENSG00000238998	uc021qqq.1	NG_046015		
45722	RNU7-188P	106480832	ENSG00000252872	uc064fok.1	NG_045161		
45724	RNU7-190P	106479096	ENSG00000239185	uc021vng.1	NG_044874		
45726	RNU7-192P	106480833	ENSG00000252275	uc063bql.1	NG_044438		
45727	RNU7-193P	106481804	ENSG00000252532	uc057swr.1	NG_045682		
45728	RNU7-194P	106480834	ENSG00000238721	uc063adt.1	NG_045846		
45729	RNU7-195P	106479097	ENSG00000239151	uc059mzj.1	NG_046023		
45730	RNU7-196P	106479098	ENSG00000238913	uc063enp.1	NG_044891		
45731	RNU7-197P	106480455	ENSG00000239168	uc063ade.1	NG_043490		
45734	RNU7-200P	106480835	ENSG00000251914	uc057dal.1	NG_044452		
10108	RNU11	26824	ENSG00000274978	uc009vtj.2	NR_004407		
46942	RNU11-2P	106479561	ENSG00000252707	uc021tqf.1	NG_033952		
46943	RNU11-3P	106479562	ENSG00000212413	uc057vsn.1	NG_045873		
46944	RNU11-4P	106481174	ENSG00000212451	uc064qda.1	NG_043089		
46945	RNU11-5P	106479563	ENSG00000212518	uc059akp.1	NG_044509		
46946	RNU11-6P	106480544	ENSG00000212429	uc064nyt.1	NG_045741		
19380	RNU12	267010	ENSG00000276027	uc062ewf.1	NR_029422		
10109	RNU12-2P	26823	ENSG00000201659	uc064ytu.1	NG_013273		
10103	RNU105B	26767	ENSG00000201348	uc032pac.2	NR_004386		
10104	RNU105C	26766	ENSG00000199212	uc033blq.2	NR_004385		
10133	RNVU1-1	101954273	ENSG00000207340		NR_104082		
48308	RNVU1-2	26860	ENSG00000238825		NG_044775		
54430	RNVU1-2A	6063	ENSG00000278099		NR_145576		
48311	RNVU1-3	101954272	ENSG00000201183		NR_104081		
48312	RNVU1-4	101954264	ENSG00000277610		NR_104073		
48314	RNVU1-6	101954276	ENSG00000201558		NR_104085		
37500	RNVU1-7	26864	ENSG00000206585		NR_004426		
48315	RNVU1-8	101447996	ENSG00000286172		NR_121645		
48319	RNVU1-14	101954266	ENSG00000207501		NR_104075		
48320	RNVU1-15	101954267	ENSG00000207205		NR_104076		
48322	RNVU1-17	101954269	ENSG00000207349		NR_104078		
37496	RNVU1-18	26863	ENSG00000206737		NR_004400		
48324	RNVU1-19	101954277	ENSG00000275538		NR_104086		
48325	RNVU1-20	101954268			NR_125392		
48464	RNVU1-21	106480190	ENSG00000202408		NG_043425		
48462	RNVU1-22	106481627	ENSG00000199879		NG_044643		
